idacidente;longitude;latitude;data;hora;log1;log2;predial1;regiao;tipo_acid;tipo_veic;dia_sem;periododia;sit_vitima;sexo;idade;fx_et;fatais
716356;-51,13570118;-30,04249356;14/02/2023;15:00:00;R TEN ARY TARRAGO;AV ALEXANDRE LUIZ;;NORTE;ABALROAMENTO;AUTOMÓVEL;TERÇA-FEIRA;TARDE;CONDUTOR;FEMININO;54;46 A 59;0
678973;-51,185693;-30,08825512;26/01/2021;19:40:00;AV PROF OSCAR PEREIRA;;5074;SUL;CHOQUE;ÔNIBUS URBANO;TERÇA-FEIRA;NOITE;OCUPANTE;FEMININO;42;36 A 45;0
700308;-51,1648917;-30,056053;11/09/2022;16:00:00;AV IPIRANGA;;7001;LESTE;EVENTUAL;AUTOMÓVEL;DOMINGO;TARDE;CONDUTOR;MASCULINO;32;26 A 35;0
656430;-51,19461178;-30,05172284;23/01/2019;09:15:00;AV IPIRANGA;;3901;LESTE;ABALROAMENTO;BICICLETA;QUARTA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;65;60 +;0
716152;-51,22008814;-30,06147315;02/02/2023;08:18:00;R CORREA LIMA;;140;SUL;COLISÃO;MOTOCICLETA;QUINTA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;30;26 A 35;0
680915;-51,18391995;-30,0891336;17/04/2021;19:30:00;AV PROF OSCAR PEREIRA;;5342;SUL;ABALROAMENTO;MOTOCICLETA;SÁBADO;NOITE;CONDUTOR;MASCULINO;34;26 A 35;0
702950;-51,25146509;-30,09591987;12/11/2022;18:30:00;AV GUAIBA;;1380;SUL;ABALROAMENTO;MOTOCICLETA;SÁBADO;NOITE;OCUPANTE;FEMININO;17;11 A 17;0
691875;-51,19375625;-30,06195165;02/02/2022;04:10:00;R BARAO DO AMAZONAS;;2171;LESTE;ATROPELAMENTO;;QUARTA-FEIRA;MADRUGADA;PEDESTRE;FEMININO;24;18 A 25;0
646265;-51,18051;-30,030299;29/03/2018;09:30:00;AV CARLOS GOMES;;1000;LESTE;ABALROAMENTO;MOTOCICLETA;QUINTA-FEIRA;MANHÃ;OCUPANTE;FEMININO;22;18 A 25;0
645826;-51,143618;-30,031061;16/03/2018;13:00:00;R GUADALAJARA;;420;LESTE;COLISÃO;MOTOCICLETA;SEXTA-FEIRA;TARDE;CONDUTOR;MASCULINO;23;18 A 25;0
717129;-51,18841121;-30,0693798;03/03/2023;13:30:00;AV CEL APARICIO BORGES;;2077;LESTE;COLISÃO;AUTOMÓVEL;SEXTA-FEIRA;TARDE;CONDUTOR;FEMININO;37;36 A 45;0
692320;-51,19700851;-30,0186517;14/02/2022;14:10:00;AV AMERICA;;102;LESTE;CHOQUE;AUTOMÓVEL;SEGUNDA-FEIRA;TARDE;OCUPANTE;FEMININO;85;60 +;0
649900;-51,118438;-30,078621;29/06/2018;11:20:00;AV BENTO GONCALVES;;10000;LESTE;ABALROAMENTO;MOTOCICLETA;SEXTA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;33;26 A 35;0
697694;-51,17447965;-30,10911262;06/07/2022;18:25:00;AV PROF OSCAR PEREIRA;;8300;SUL;COLISÃO;MOTOCICLETA;QUARTA-FEIRA;NOITE;CONDUTOR;MASCULINO;50;46 A 59;0
689269;-51,08907045;-30,0459205;16/11/2021;20:30:00;AV PROTASIO ALVES;;12700;LESTE;COLISÃO;AUTOMÓVEL;TERÇA-FEIRA;NOITE;CONDUTOR;FEMININO;32;26 A 35;0
703901;-51,2206104;-30,16116295;10/12/2022;09:10:00;AV SERRARIA;;2005;SUL;ATROPELAMENTO;AUTOMÓVEL;SÁBADO;MANHÃ;PEDESTRE;FEMININO;72;60 +;1
682152;-51,16292624;-30,17805614;17/05/2021;07:55:00;R DARCY PEREIRA POZZI;;290;SUL;ATROPELAMENTO;AUTOMÓVEL;SEGUNDA-FEIRA;MANHÃ;PEDESTRE;MASCULINO;28;26 A 35;0
731517;-51,20052114;-30,00183433;13/06/2023;11:54:00;AV PRESIDENTE FRANKLIN ROOSEVELT;;224;NORTE;ABALROAMENTO;MOTOCICLETA;TERÇA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;35;26 A 35;0
682690;-51,13174209;-30,08062322;28/05/2021;17:45:00;ESTR JOAO DE OLIVEIRA REMIAO;;485;LESTE;QUEDA;ÔNIBUS URBANO;SEXTA-FEIRA;TARDE;OCUPANTE;FEMININO;39;36 A 45;0
700672;-51,22809237;-30,03507921;24/09/2022;18:20:00;AV BORGES DE MEDEIROS;;967;CENTRO;ATROPELAMENTO;;SÁBADO;NOITE;PEDESTRE;FEMININO;35;26 A 35;0
685176;-51,19826317;-30,01570029;30/07/2021;10:30:00;AV PARANA;R OLINDA;0;NORTE;COLISÃO;AUTOMÓVEL;SEXTA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;59;46 A 59;0
697763;-51,14458138;-30,04931819;30/06/2022;13:00:00;R ENG JOSE ANGELO BETTEGA CASSOL;;107;LESTE;EVENTUAL;AUTOMÓVEL;QUINTA-FEIRA;TARDE;CONDUTOR;MASCULINO;31;26 A 35;0
654444;-51,178838;-30,00519;22/11/2018;19:00:00;AV GEN EMILIO LUCIO ESTEVES;;384;NORTE;ABALROAMENTO;AUTOMÓVEL;QUINTA-FEIRA;NOITE;OCUPANTE;FEMININO;71;60 +;0
697672;-51,2391711;-30,12981689;08/07/2022;12:43:00;AV CEL MARCOS;;1959;SUL;ATROPELAMENTO;;SEXTA-FEIRA;TARDE;PEDESTRE;FEMININO;11;11 A 17;0
735298;-51,14590897;-30,06733423;04/08/2023;14:00:00;AV IPIRANGA;;10200;LESTE;ABALROAMENTO;BICICLETA;SEXTA-FEIRA;TARDE;CONDUTOR;MASCULINO;20;18 A 25;0
704628;-51,20207732;-30,07394582;25/12/2022;07:30:00;AV CEL APARICIO BORGES;;629;SUL;COLISÃO;MOTOCICLETA;DOMINGO;MANHÃ;CONDUTOR;FEMININO;34;26 A 35;0
687368;-51,17485352;-30,13571424;03/10/2021;06:44:00;ESTR COSTA GAMA;;2753;SUL;CHOQUE;AUTOMÓVEL;DOMINGO;MANHÃ;CONDUTOR;MASCULINO;29;26 A 35;0
735471;-51,19779576;-29,99708442;12/09/2023;19:40:00;R LAURO MULLER;;450;NORTE;ATROPELAMENTO;;TERÇA-FEIRA;NOITE;PEDESTRE;MASCULINO;66;60 +;0
691623;-51,22028131;-30,15513649;19/01/2021;15:30:00;AV GUARUJA;;391;SUL;ABALROAMENTO;BICICLETA;TERÇA-FEIRA;TARDE;CONDUTOR;FEMININO;48;46 A 59;0
653062;-51,153786;-30,018106;06/10/2018;21:30:00;R GASTON ENGLERT;;135;NORTE;ABALROAMENTO;AUTOMÓVEL;SÁBADO;NOITE;CONDUTOR;MASCULINO;45;36 A 45;0
690680;-51,24447737;-30,10657473;22/12/2021;20:00:00;AV OTTO NIEMEYER;;1486;SUL;NAO CADASTRADO;MOTOCICLETA;QUARTA-FEIRA;NOITE;OCUPANTE;FEMININO;17;11 A 17;0
694694;-51,17366632;-30,15571723;13/04/2022;19:10:00;AV EDGAR PIRES DE CASTRO;;1780;SUL;ABALROAMENTO;MOTOCICLETA;QUARTA-FEIRA;NOITE;CONDUTOR;MASCULINO;27;26 A 35;0
716380;-51,20741622;-30,00332342;15/02/2023;18:30:00;AV BRASIL;AV PARA;;NORTE;NAO CADASTRADO;TÁXI;QUARTA-FEIRA;NOITE;OCUPANTE;FEMININO;69;60 +;0
648243;-51,188151;-30,012561;27/05/2018;17:00:00;R DOM PEDRO II;;621;NORTE;ATROPELAMENTO;;DOMINGO;TARDE;PEDESTRE;FEMININO;59;46 A 59;0
665604;-51,21008903;-30,0568591;03/10/2019;12:30:00;AV PROF OSCAR PEREIRA;;584;SUL;ABALROAMENTO;AUTOMÓVEL;QUINTA-FEIRA;TARDE;CONDUTOR;MASCULINO;23;18 A 25;0
652610;-51,141652;-30,009724;13/08/2018;18:45:00;AV BALTAZAR DE OLIVEIRA GARCIA;;267;NORTE;QUEDA;MOTOCICLETA;SEGUNDA-FEIRA;NOITE;OCUPANTE;FEMININO;32;26 A 35;0
702777;-51,10891249;-30,11788932;13/11/2022;15:34:00;ESTR JOAO DE OLIVEIRA REMIAO;;5683;LESTE;COLISÃO;AUTOMÓVEL;DOMINGO;TARDE;OCUPANTE;MASCULINO;;NI;0
651600;-51,173758;-30,164057;03/09/2018;18:40:00;R DO SCHNEIDER;;836;SUL;ABALROAMENTO;MOTOCICLETA;SEGUNDA-FEIRA;NOITE;CONDUTOR;MASCULINO;41;36 A 45;0
735966;-51,22359249;-30,08124406;20/09/2023;15:00:00;R CRUZEIRO DO SUL;R DONA OTILIA;;SUL;ABALROAMENTO;AUTOMÓVEL;QUARTA-FEIRA;TARDE;CONDUTOR;MASCULINO;;NI;0
686049;-51,18375569;-30,04581434;17/08/2021;16:15:00;R FELIZARDO FURTADO;;1950;LESTE;ATROPELAMENTO;AUTOMÓVEL;TERÇA-FEIRA;TARDE;PEDESTRE;FEMININO;;NI;0
656881;-51,14649519;-30,06834652;23/01/2019;13:16:00;AV BENTO GONCALVES;;6971;LESTE;COLISÃO;MOTOCICLETA;QUARTA-FEIRA;TARDE;CONDUTOR;MASCULINO;24;18 A 25;0
646243;-51,205871;-30,066458;30/03/2018;15:00:00;AV PROF OSCAR PEREIRA;;1791;SUL;ABALROAMENTO;AUTOMÓVEL;SEXTA-FEIRA;TARDE;CONDUTOR;FEMININO;39;36 A 45;0
697029;-51,11360026;-30,0200994;23/06/2022;18:15:00;AV JUSCELINO KUBITSCHEK DE OLIVEIRA;;540;NORTE;ABALROAMENTO;MOTOCICLETA;QUINTA-FEIRA;NOITE;CONDUTOR;MASCULINO;60;60 +;0
697200;-51,18508004;-30,06186284;25/06/2022;22:10:00;R DR SALVADOR FRANCA;;156;LESTE;COLISÃO;MOTOCICLETA;SÁBADO;NOITE;CONDUTOR;MASCULINO;26;26 A 35;0
691877;-51,2096488;-30,03642229;02/02/2022;10:40:00;AV OSVALDO ARANHA;;1308;CENTRO;COLISÃO;MOTOCICLETA;QUARTA-FEIRA;MANHÃ;OCUPANTE;FEMININO;;NI;0
686894;-51,13599541;-30,01005309;21/09/2021;05:40:00;AV BALTAZAR DE OLIVEIRA GARCIA;;850;NORTE;CHOQUE;AUTOMÓVEL;TERÇA-FEIRA;MADRUGADA;OCUPANTE;FEMININO;34;26 A 35;0
732612;-51,2203532;-30,09123703;07/07/2023;07:36:00;AV NONOAI;;1087;SUL;ATROPELAMENTO;;SEXTA-FEIRA;MANHÃ;PEDESTRE;FEMININO;46;46 A 59;0
650650;-51,124699;-29,993617;08/08/2018;23:30:00;AV FRANCISCO SILVEIRA BITENCOURT;;403;NORTE;COLISÃO;AUTOMÓVEL;QUARTA-FEIRA;NOITE;CONDUTOR;MASCULINO;27;26 A 35;0
646409;-51,213871;-30,083552;05/04/2018;15:45:00;AV TERESOPOLIS;;3561;SUL;COLISÃO;AUTOMÓVEL;QUINTA-FEIRA;TARDE;CONDUTOR;FEMININO;65;60 +;0
700159;-51,19071292;-30,15845715;11/09/2022;07:45:00;AV EDGAR PIRES DE CASTRO;AV JUCA BATISTA;;SUL;COLISÃO;MOTOCICLETA;DOMINGO;MANHÃ;CONDUTOR;MASCULINO;36;36 A 45;0
697032;-51,11425618;-29,99246416;23/06/2022;17:30:00;AV FRANCISCO SILVEIRA BITENCOURT;;1501;NORTE;ABALROAMENTO;MOTOCICLETA;QUINTA-FEIRA;TARDE;CONDUTOR;FEMININO;31;26 A 35;0
716457;-51,1830176;-30,01705492;15/02/2023;12:25:00;AV CRISTOVAO COLOMBO;;3709;NORTE;NAO CADASTRADO;MOTOCICLETA;QUARTA-FEIRA;TARDE;CONDUTOR;MASCULINO;30;26 A 35;0
679970;-51,13270115;-29,9997968;06/03/2021;02:40:00;AV SERTORIO;AV ASSIS BRASIL;8000;NORTE;ABALROAMENTO;;SÁBADO;MADRUGADA;;FEMININO;20;18 A 25;0
728752;-51,18112;-30,02881336;06/04/2023;13:29:00;AV CARLOS GOMES;;800;LESTE;ABALROAMENTO;MOTOCICLETA;QUINTA-FEIRA;TARDE;CONDUTOR;MASCULINO;67;60 +;0
699251;-51,1938641;-30,05045954;19/08/2022;19:30:00;R LA PLATA;AV IPIRANGA;331;LESTE;ABALROAMENTO;;SEXTA-FEIRA;NOITE;PEDESTRE;MASCULINO;59;46 A 59;0
696923;-51,22515042;-30,02528768;20/06/2022;08:40:00;AV MAUA;PCA RUI BARBOSA;1651;CENTRO;COLISÃO;MOTOCICLETA;SEGUNDA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;29;26 A 35;0
693863;-51,16857717;-30,01630421;28/03/2022;09:30:00;R ANDARAI;;531;NORTE;CHOQUE;AUTOMÓVEL;SEGUNDA-FEIRA;MANHÃ;OCUPANTE;MASCULINO;32;26 A 35;0
694878;-51,15012881;-30,04171586;04/04/2022;19:40:00;AV PROTASIO ALVES;R ALA;6125;LESTE;ABALROAMENTO;MOTOCICLETA;SEGUNDA-FEIRA;NOITE;CONDUTOR;FEMININO;;NI;0
656664;-51,14850417;-30,00476887;30/01/2019;15:45:00;AV BOGOTA;;610;LESTE;COLISÃO;MOTOCICLETA;QUARTA-FEIRA;TARDE;CONDUTOR;MASCULINO;42;36 A 45;0
644909;-51,161848;-30,067901;16/02/2018;00:46:00;R VINTE SEIS DE DEZEMBRO;;782;NORTE;ABALROAMENTO;AUTOMÓVEL;SEXTA-FEIRA;MADRUGADA;OCUPANTE;FEMININO;51;46 A 59;0
696798;-51,21468296;-30,02682753;17/06/2022;07:30:00;AV CRISTOVAO COLOMBO;R SANTO ANTONIO;288;CENTRO;ATROPELAMENTO;AUTOMÓVEL;SEXTA-FEIRA;MANHÃ;PEDESTRE;FEMININO;41;36 A 45;0
695144;-51,14925873;-29,99794048;04/05/2022;08:14:00;AV SERTORIO;;5490;NORTE;ABALROAMENTO;MOTOCICLETA;QUARTA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;23;18 A 25;0
694844;-51,17649052;-30,17498945;28/04/2022;19:08:00;AV JUCA BATISTA;;6831;SUL;ATROPELAMENTO;;QUINTA-FEIRA;NOITE;PEDESTRE;FEMININO;20;18 A 25;0
652956;-51,197908;-30,079604;18/09/2018;08:30:00;AV PROF OSCAR PEREIRA;;3445;SUL;CHOQUE;AUTOMÓVEL;TERÇA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;30;26 A 35;0
732527;-51,13676741;-30,15387267;07/07/2023;19:40:00;ESTR JOAO ANTONIO SILVEIRA;;2145;SUL;ATROPELAMENTO;ÔNIBUS;SEXTA-FEIRA;NOITE;PEDESTRE;MASCULINO;51;46 A 59;0
695802;-51,14412086;-30,04854812;22/03/2022;04:58:00;AV ANTONIO CARVALHO;;2320;LESTE;EVENTUAL;MOTOCICLETA;TERÇA-FEIRA;MADRUGADA;OCUPANTE;MASCULINO;21;18 A 25;0
673038;-51,18153507;-30,15563218;07/06/2020;00:50:00;AV EDGAR PIRES DE CASTRO;;1001;SUL;COLISÃO;MOTOCICLETA;DOMINGO;MADRUGADA;CONDUTOR;MASCULINO;23;18 A 25;0
685296;-51,25975643;-30,1072024;05/08/2021;11:16:00;R GEN RONDON;R SARGENTO NICOLAU DIAS DE FARIAS;0;SUL;ATROPELAMENTO;AUTOMÓVEL;QUINTA-FEIRA;MANHÃ;PEDESTRE;MASCULINO;74;60 +;1
701935;-51,18928006;-30,15809956;23/10/2022;18:47:00;AV EDGAR PIRES DE CASTRO;;182;SUL;COLISÃO;MOTOCICLETA;DOMINGO;NOITE;CONDUTOR;FEMININO;30;26 A 35;0
690124;-51,10836825;-29,99858714;06/12/2021;02:05:00;AV VILA SANTISSIMA TRINDADE;;409;NORTE;ABALROAMENTO;AUTOMÓVEL;SEGUNDA-FEIRA;MADRUGADA;CONDUTOR;MASCULINO;27;26 A 35;0
691579;-51,16247904;-30,14489272;20/11/2021;21:00:00;ESTR COSTA GAMA;;4309;SUL;ABALROAMENTO;AUTOMÓVEL;SÁBADO;NOITE;CONDUTOR;FEMININO;47;46 A 59;0
688041;-51,14364419;-30,02664788;17/07/2018;05:30:00;R GUADALAJARA;;1;NORTE;CHOQUE;AUTOMÓVEL;TERÇA-FEIRA;MADRUGADA;CONDUTOR;MASCULINO;40;36 A 45;0
647619;-51,201186;-30,006735;11/05/2018;19:00:00;AV FARRAPOS;;2969;NORTE;ATROPELAMENTO;MOTOCICLETA;SEXTA-FEIRA;NOITE;CONDUTOR;MASCULINO;31;26 A 35;0
705144;-51,12052714;-30,14330311;07/01/2023;06:55:00;ESTR JOAO ANTONIO SILVEIRA;;4522;SUL;ATROPELAMENTO;;SÁBADO;MANHÃ;PEDESTRE;FEMININO;39;36 A 45;0
681903;-51,13212535;-30,14958737;08/05/2021;05:51:00;ESTR JOAO ANTONIO SILVEIRA;;2799;SUL;COLISÃO;MOTOCICLETA;SÁBADO;MADRUGADA;CONDUTOR;MASCULINO;37;36 A 45;0
716645;-51,19067628;-30,04266352;13/02/2023;05:55:00;AV PROTASIO ALVES;;1875;LESTE;NAO CADASTRADO;MOTOCICLETA;SEGUNDA-FEIRA;MADRUGADA;OCUPANTE;FEMININO;22;18 A 25;0
735542;-51,22693959;-30,10978201;11/09/2023;09:25:00;AV CAVALHADA;;3884;SUL;ABALROAMENTO;MOTOCICLETA;SEGUNDA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;;NI;0
692353;-51,20871963;-30,07851572;15/02/2022;01:00:00;AV TERESOPOLIS;;2805;SUL;CHOQUE;AUTOMÓVEL;TERÇA-FEIRA;MADRUGADA;CONDUTOR;MASCULINO;18;18 A 25;0
645742;-51,166861;-30,140699;14/03/2018;21:50:00;ESTR COSTA GAMA;;3785;SUL;CHOQUE;AUTOMÓVEL;QUARTA-FEIRA;NOITE;OCUPANTE;FEMININO;44;36 A 45;1
672559;-51,161533;-30,00048214;11/05/2020;19:00:00;AV SERTORIO;;4315;NORTE;ABALROAMENTO;MOTOCICLETA;SEGUNDA-FEIRA;NOITE;CONDUTOR;MASCULINO;29;26 A 35;0
684255;-51,17105274;-30,04831273;06/07/2021;23:15:00;R SAO MATEUS;;789;LESTE;CAPOTAGEM;AUTOMÓVEL;TERÇA-FEIRA;NOITE;OCUPANTE;MASCULINO;23;18 A 25;0
705166;-51,17694782;-30,11344973;09/01/2023;18:30:00;R DR SARMENTO BARATA;;22;SUL;COLISÃO;MOTOCICLETA;SEGUNDA-FEIRA;NOITE;CONDUTOR;MASCULINO;;NI;0
677748;-51,15250507;-30,11186376;16/12/2020;10:00:00;R SAO LOURENCO;;300;LESTE;ABALROAMENTO;MOTOCICLETA;QUARTA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;23;18 A 25;0
704477;-51,17252671;-30,02164296;22/12/2022;17:10:00;R ANITA GARIBALDI;;2360;NORTE;ABALROAMENTO;MOTOCICLETA;QUINTA-FEIRA;TARDE;CONDUTOR;MASCULINO;57;46 A 59;0
692652;-51,14258119;-29,99780096;23/02/2022;07:40:00;AV SERTORIO;;6600;NORTE;CHOQUE;MOTOCICLETA;QUARTA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;20;18 A 25;0
679947;-51,12457203;-29,99363016;04/03/2021;09:00:00;AV FRANCISCO SILVEIRA BITENCOURT;;413;NORTE;NAO CADASTRADO;MOTOCICLETA;QUINTA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;38;36 A 45;0
693464;-51,18782119;-30,20896477;20/03/2022;10:14:00;R EUCLIDES GOULART;;348;SUL;COLISÃO;BICICLETA;DOMINGO;MANHÃ;CONDUTOR;MASCULINO;83;60 +;0
683980;-51,19018408;-29,99795995;25/06/2021;16:25:00;AV CEARA;;238;NORTE;ABALROAMENTO;AUTOMÓVEL;SEXTA-FEIRA;TARDE;CONDUTOR;MASCULINO;47;46 A 59;0
677967;-51,15042747;-30,16306121;23/12/2020;23:20:00;ESTR JOAO ANTONIO SILVEIRA;;563;SUL;ABALROAMENTO;MOTOCICLETA;QUARTA-FEIRA;NOITE;CONDUTOR;MASCULINO;36;36 A 45;0
673326;-51,18775889;-30,08698832;18/06/2020;10:35:00;AV PROF OSCAR PEREIRA;;4862;SUL;CHOQUE;MOTOCICLETA;QUINTA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;;NI;0
727793;-51,21962811;-30,11323429;21/03/2023;07:30:00;ESTR JOAO SALOMONI;;700;SUL;ABALROAMENTO;MOTOCICLETA;TERÇA-FEIRA;MANHÃ;OCUPANTE;FEMININO;;NI;0
695710;-51,13180422;-29,99440753;18/05/2022;17:40:00;R XAVIER DE CARVALHO;;142;NORTE;COLISÃO;MOTOCICLETA;QUARTA-FEIRA;TARDE;CONDUTOR;MASCULINO;25;18 A 25;0
691823;-51,20504409;-30,06910994;31/01/2022;13:20:00;AV PROF OSCAR PEREIRA;;2119;SUL;ABALROAMENTO;AUTOMÓVEL;SEGUNDA-FEIRA;TARDE;CONDUTOR;MASCULINO;25;18 A 25;0
681260;-51,1286897;-30,09426501;10/04/2021;16:50:00;ESTR JOAO DE OLIVEIRA REMIAO;;2200;LESTE;COLISÃO;MOTOCICLETA;SÁBADO;TARDE;CONDUTOR;MASCULINO;;NI;0
655989;-51,18680209;-30,05020538;09/01/2019;12:05:00;R BARAO DO AMAZONAS;;707;LESTE;ABALROAMENTO;MOTOCICLETA;QUARTA-FEIRA;TARDE;CONDUTOR;MASCULINO;33;26 A 35;0
652969;-51,205594;-30,067597;25/09/2018;16:50:00;AV PROF OSCAR PEREIRA;;1929;SUL;COLISÃO;MOTOCICLETA;TERÇA-FEIRA;TARDE;CONDUTOR;MASCULINO;51;46 A 59;0
727229;-51,19304078;-30,07191225;26/02/2023;19:45:00;R SAO MIGUEL;AV CEL APARICIO BORGES;112;SUL;ABALROAMENTO;MOTOCICLETA;DOMINGO;NOITE;CONDUTOR;MASCULINO;24;18 A 25;0
736749;-51,18299033;-30,00328845;07/10/2023;12:00:00;AV SERTORIO;;2163;NORTE;QUEDA;MOTOCICLETA;SÁBADO;TARDE;CONDUTOR;FEMININO;;NI;0
703042;-51,13776092;-30,04311975;15/11/2022;07:40:00;AV PROTASIO ALVES;;7355;LESTE;COLISÃO;MOTOCICLETA;TERÇA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;38;36 A 45;0
649336;-51,194915;-30,013439;02/07/2018;21:15:00;AV BENJAMIN CONSTANT;;1361;NORTE;COLISÃO;AUTOMÓVEL;SEGUNDA-FEIRA;NOITE;CONDUTOR;MASCULINO;24;18 A 25;0
645855;-51,202564;-30,073955;18/03/2018;17:24:00;AV CEL APARICIO BORGES;;560;SUL;ABALROAMENTO;AUTOMÓVEL;DOMINGO;TARDE;OCUPANTE;MASCULINO;40;36 A 45;0
698439;-51,1746221;-30,04768627;22/07/2022;13:00:00;R ENG ANTONIO CARLOS TIBIRICA;;363;LESTE;ATROPELAMENTO;;SEXTA-FEIRA;TARDE;PEDESTRE;MASCULINO;69;60 +;0
678771;-51,20597823;-30,06461593;20/01/2021;07:00:00;AV PROF OSCAR PEREIRA;;1620;SUL;CHOQUE;AUTOMÓVEL;QUARTA-FEIRA;MANHÃ;OCUPANTE;NAO INFORMADO;;NI;0
698939;-51,16416771;-30,01141182;11/08/2022;13:30:00;R ROQUE CALAGE;;;NORTE;ABALROAMENTO;AUTOMÓVEL;QUINTA-FEIRA;TARDE;OCUPANTE;MASCULINO;11;11 A 17;0
652925;-51,194121;-30,040444;21/09/2018;16:00:00;AV PROTASIO ALVES;;1398;LESTE;COLISÃO;AUTOMÓVEL;SEXTA-FEIRA;TARDE;CONDUTOR;MASCULINO;43;36 A 45;0
671215;-51,14720324;-30,03010129;07/03/2020;17:12:00;AV ALBERTO PASQUALINI;;37;NORTE;QUEDA;MOTOCICLETA;SÁBADO;TARDE;CONDUTOR;MASCULINO;51;46 A 59;0
694922;-51,23587916;-30,09807909;29/04/2022;20:30:00;R CEL MASSOT;R CEL TIMOTEO;1292;SUL;COLISÃO;MOTOCICLETA;SEXTA-FEIRA;NOITE;OCUPANTE;FEMININO;23;18 A 25;0
703059;-51,23352051;-30,13227759;21/11/2022;07:40:00;AV CEL MARCOS;;3905;SUL;QUEDA;MOTOCICLETA;SEGUNDA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;;NI;0
692718;-51,17335718;-30,12482991;26/02/2022;05:25:00;ESTR COSTA GAMA;;1386;SUL;CHOQUE;AUTOMÓVEL;SÁBADO;MADRUGADA;OCUPANTE;FEMININO;21;18 A 25;0
733912;-51,15342834;-30,0373755;09/08/2023;19:00:00;AV SATURNINO DE BRITO;;448;LESTE;ATROPELAMENTO;AUTOMÓVEL;QUARTA-FEIRA;NOITE;PEDESTRE;MASCULINO;;NI;0
731482;-51,18111358;-30,0646385;09/06/2023;19:30:00;AV BENTO GONCALVES;;3461;LESTE;ATROPELAMENTO;;SEXTA-FEIRA;NOITE;PEDESTRE;FEMININO;58;46 A 59;0
716576;-51,21530232;-30,05397392;18/02/2023;10:00:00;R VISCONDE DO HERVAL;;1309;SUL;ABALROAMENTO;AUTOMÓVEL;SÁBADO;MANHÃ;OCUPANTE;FEMININO;53;46 A 59;0
653993;-51,188992;-30,055218;12/11/2018;10:00:00;AV IPIRANGA;;4948;LESTE;ABALROAMENTO;MOTOCICLETA;SEGUNDA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;24;18 A 25;0
733669;-51,23157582;-30,03385259;04/08/2023;02:00:00;R GEN AUTO;;68;CENTRO;CHOQUE;AUTOMÓVEL;SEXTA-FEIRA;MADRUGADA;OCUPANTE;FEMININO;44;36 A 45;0
654714;-51,181537;-30,058684;29/11/2018;07:50:00;AV IPIRANGA;;5900;LESTE;ATROPELAMENTO;;QUINTA-FEIRA;MANHÃ;PEDESTRE;MASCULINO;35;26 A 35;0
730919;-51,14902564;-29,99804377;25/05/2023;23:00:00;AV SERTORIO;;5603;NORTE;COLISÃO;MOTOCICLETA;QUINTA-FEIRA;NOITE;CONDUTOR;MASCULINO;20;18 A 25;0
684937;-51,14426139;-30,06880118;28/07/2021;07:10:00;AV BENTO GONCALVES;;7168;LESTE;COLISÃO;MOTOCICLETA;QUARTA-FEIRA;MANHÃ;OCUPANTE;MASCULINO;;NI;0
735742;-51,21538042;-30,02521239;23/08/2023;16:00:00;AV CRISTOVAO COLOMBO;;;NORTE;CHOQUE;MOTOCICLETA;QUARTA-FEIRA;TARDE;CONDUTOR;MASCULINO;53;46 A 59;0
685582;-51,17072811;-30,06406089;12/08/2021;18:15:00;R SALDANHA DA GAMA;R SANTO ALFREDO;0;LESTE;CAPOTAGEM;MOTOCICLETA;QUINTA-FEIRA;NOITE;PEDESTRE;FEMININO;36;36 A 45;0
736363;-51,1602002;-30,01806333;02/10/2023;14:00:00;R SAPE;;365;NORTE;ABALROAMENTO;AUTOMÓVEL;SEGUNDA-FEIRA;TARDE;CONDUTOR;FEMININO;57;46 A 59;0
702166;-51,22219881;-30,05236966;26/10/2022;07:20:00;AV GETULIO VARGAS;;889;SUL;COLISÃO;MOTOCICLETA;QUARTA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;28;26 A 35;0
716805;-51,18375091;-30,08921167;24/02/2023;00:15:00;AV PROF OSCAR PEREIRA;;5356;SUL;ABALROAMENTO;MOTOCICLETA;SEXTA-FEIRA;MADRUGADA;CONDUTOR;MASCULINO;32;26 A 35;0
677908;-51,12913005;-30,04048765;22/12/2020;12:20:00;AV PROTASIO ALVES;;8323;LESTE;ABALROAMENTO;BICICLETA;TERÇA-FEIRA;TARDE;CONDUTOR;MASCULINO;21;18 A 25;0
